City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
468,Samsun,TR,2020-03-01 16:42:26,41.25,36.33,44.6,65,44,1.61,scattered clouds,0.0,0.0
469,Severo-Kurilsk,RU,2020-03-01 16:42:26,50.68,156.12,19.13,92,98,4.72,light snow,0.0,0.25
470,Staryy Nadym,RU,2020-03-01 16:42:26,65.61,72.68,17.26,89,1,12.57,clear sky,0.0,0.0
471,Quatre Cocos,MU,2020-03-01 16:42:27,-20.21,57.76,80.6,88,40,2.24,scattered clouds,0.0,0.0
472,Willemstad,CW,2020-03-01 16:42:27,12.11,-68.93,86.0,55,20,14.99,few clouds,0.0,0.0
473,Alihe,CN,2020-03-01 16:42:27,50.57,123.72,13.1,96,100,1.01,overcast clouds,0.0,0.0
474,Ariquemes,BR,2020-03-01 16:42:27,-9.91,-63.04,74.44,98,100,3.62,moderate rain,5.69,0.0
475,Akdepe,TM,2020-03-01 16:42:28,42.06,59.38,51.8,61,40,6.93,scattered clouds,0.0,0.0
476,Chadiza,ZM,2020-03-01 16:42:28,-14.07,32.44,62.46,98,74,6.33,broken clouds,0.0,0.0
477,Wattegama,LK,2020-03-01 16:42:28,6.8,81.48,78.8,94,40,4.7,scattered clouds,0.0,0.0
478,Terebovlya,UA,2020-03-01 16:42:28,49.3,25.71,42.39,74,82,6.13,broken clouds,0.0,0.0
479,Blagoyevo,RU,2020-03-01 16:42:28,63.37,47.92,17.47,87,89,8.9,overcast clouds,0.0,0.0
480,Agirish,RU,2020-03-01 16:42:29,61.92,63.02,20.48,87,56,10.29,broken clouds,0.0,0.0
481,Lahat,ID,2020-03-01 16:42:29,-3.8,103.53,68.02,96,100,4.52,moderate rain,3.19,0.0
482,Ouallam,NE,2020-03-01 16:42:29,14.32,2.09,81.55,10,86,1.21,overcast clouds,0.0,0.0
483,Naron,ES,2020-03-01 16:42:29,43.52,-8.15,55.99,76,75,16.11,light rain,0.0,0.0
484,Ixtapa,MX,2020-03-01 16:42:30,20.7,-105.2,78.01,73,5,2.24,clear sky,0.0,0.0
485,Port Pirie,AU,2020-03-01 16:42:30,-33.18,138.02,69.8,83,90,11.41,overcast clouds,0.0,0.0
486,Bavly,RU,2020-03-01 16:42:30,54.39,53.26,20.53,89,74,5.99,broken clouds,0.0,0.0
487,General Roca,AR,2020-03-01 16:42:30,-39.03,-67.58,91.4,31,0,6.93,clear sky,0.0,0.0
488,Bonavista,CA,2020-03-01 16:42:30,48.65,-53.11,27.12,77,96,14.65,overcast clouds,0.0,0.0
489,Sola,VU,2020-03-01 16:42:31,-13.88,167.55,83.39,82,57,15.57,light rain,1.69,0.0
490,Ramotswa,BW,2020-03-01 16:42:31,-24.87,25.87,71.6,53,75,6.93,broken clouds,0.0,0.0
491,Vila Do Maio,CV,2020-03-01 16:42:31,15.13,-23.22,82.4,37,58,23.04,broken clouds,0.0,0.0
492,Glendive,US,2020-03-01 16:42:31,47.11,-104.71,30.0,68,90,29.97,overcast clouds,0.0,0.0
493,Russell,US,2020-03-01 16:42:31,32.35,-85.2,62.01,38,1,4.7,clear sky,0.0,0.0
494,Sarangani,PH,2020-03-01 16:42:32,5.4,125.46,81.84,81,76,25.64,broken clouds,0.0,0.0
495,Chaman,PK,2020-03-01 16:42:32,30.92,66.45,54.99,40,48,3.36,scattered clouds,0.0,0.0
496,Yeppoon,AU,2020-03-01 16:42:32,-23.13,150.73,75.2,88,0,3.36,clear sky,0.0,0.0
497,Henties Bay,NA,2020-03-01 16:42:33,-22.12,14.28,69.48,72,7,8.59,clear sky,0.0,0.0
498,Cascais,PT,2020-03-01 16:41:38,38.7,-9.42,61.0,87,75,13.87,broken clouds,0.0,0.0
499,Craig,US,2020-03-01 16:42:33,40.52,-107.55,41.0,68,90,6.6,overcast clouds,0.0,0.0
500,Kathmandu,NP,2020-03-01 16:41:29,27.72,85.32,57.2,82,20,3.65,few clouds,0.0,0.0
501,Westport,US,2020-03-01 16:39:27,41.14,-73.36,37.99,24,1,16.11,clear sky,0.0,0.0
502,Kismayo,SO,2020-03-01 16:42:34,-0.36,42.55,81.41,80,35,12.55,scattered clouds,0.0,0.0
503,Pemangkat,ID,2020-03-01 16:42:34,1.17,108.97,76.6,90,100,7.02,overcast clouds,0.0,0.0
504,Sorong,ID,2020-03-01 16:42:34,-0.88,131.25,74.98,99,100,2.46,light rain,1.81,0.0
505,Acapulco,MX,2020-03-01 16:40:18,16.86,-99.89,84.2,70,5,8.48,clear sky,0.0,0.0
506,Aksarka,RU,2020-03-01 16:42:34,66.56,67.8,16.41,92,43,13.38,scattered clouds,0.0,0.0
507,Vanimo,PG,2020-03-01 16:42:35,-2.67,141.3,83.3,79,61,10.85,light rain,0.63,0.0
508,Goderich,CA,2020-03-01 16:42:35,43.75,-81.72,34.0,73,75,13.0,broken clouds,0.0,0.0
509,Alindao,CF,2020-03-01 16:42:35,5.03,21.21,85.41,38,39,6.02,scattered clouds,0.0,0.0
510,Cravo Norte,CO,2020-03-01 16:42:35,6.3,-70.2,99.43,28,2,8.34,clear sky,0.0,0.0
511,Dzhebariki-Khaya,RU,2020-03-01 16:42:35,62.22,135.8,-7.89,92,0,0.6,clear sky,0.0,0.0
512,Havelock,US,2020-03-01 16:42:36,34.88,-76.9,48.2,26,1,5.82,clear sky,0.0,0.0
513,Jalor,IN,2020-03-01 16:42:36,25.35,72.62,72.95,32,0,9.4,clear sky,0.0,0.0
514,Arkhipo-Osipovka,RU,2020-03-01 16:42:36,44.37,38.52,38.01,83,100,5.66,overcast clouds,0.0,0.0
515,Neiafu,TO,2020-03-01 16:42:36,-18.65,-173.98,77.0,94,20,14.56,few clouds,0.0,0.0
516,Jacmel,HT,2020-03-01 16:42:36,18.23,-72.53,80.6,65,75,11.41,broken clouds,0.0,0.0
517,Kavaratti,IN,2020-03-01 16:42:37,10.57,72.64,83.79,66,37,2.59,scattered clouds,0.0,0.0
518,Saint-Joseph,RE,2020-03-01 16:42:37,-21.37,55.62,80.6,83,75,3.36,broken clouds,0.0,0.0
519,Guadalajara,MX,2020-03-01 16:40:53,20.67,-103.33,75.99,40,5,6.64,clear sky,0.0,0.0
520,Gawler,AU,2020-03-01 16:42:37,-34.6,138.73,64.0,77,90,11.41,overcast clouds,0.0,0.0
521,Caravelas,BR,2020-03-01 16:39:07,-17.71,-39.25,82.24,69,63,8.84,broken clouds,0.0,0.0
522,Novyy Urengoy,RU,2020-03-01 16:42:38,66.08,76.63,23.54,88,100,11.81,light snow,0.0,0.13
523,Marabba,SD,2020-03-01 16:42:38,12.35,32.18,81.16,10,20,11.16,few clouds,0.0,0.0
524,Letterkenny,IE,2020-03-01 16:42:38,54.95,-7.73,42.8,70,75,20.8,light rain,0.0,0.0
525,Bad Camberg,DE,2020-03-01 16:42:38,50.3,8.27,53.01,61,90,4.7,light rain,0.0,0.0
526,Mizdah,LY,2020-03-01 16:42:38,31.45,12.98,64.92,21,24,0.69,few clouds,0.0,0.0
527,Vung Tau,VN,2020-03-01 16:40:16,10.35,107.08,78.31,77,100,16.64,overcast clouds,0.0,0.0
528,Vedi,AM,2020-03-01 16:42:39,39.91,44.72,48.2,56,20,13.87,few clouds,0.0,0.0
529,Agropoli,IT,2020-03-01 16:42:39,40.35,15.0,62.6,51,40,13.87,scattered clouds,0.0,0.0
530,Verkhnevilyuysk,RU,2020-03-01 16:42:39,63.45,120.32,-8.63,99,97,2.24,overcast clouds,0.0,0.0
531,Wewak,PG,2020-03-01 16:42:39,-3.55,143.63,77.23,85,85,4.59,light rain,1.81,0.0
532,Abnub,EG,2020-03-01 16:42:40,27.27,31.15,58.12,34,0,11.41,clear sky,0.0,0.0
533,Villaviciosa,ES,2020-03-01 16:42:40,43.48,-5.44,64.0,42,40,19.46,scattered clouds,0.0,0.0
534,Oxapampa,PE,2020-03-01 16:42:40,-10.58,-75.4,54.05,99,100,1.57,moderate rain,9.31,0.0
535,San Jose,US,2020-03-01 16:38:55,37.34,-121.89,50.0,70,75,3.36,broken clouds,0.0,0.0
536,Trairi,BR,2020-03-01 16:42:41,-3.28,-39.27,82.18,82,95,5.01,moderate rain,4.44,0.0
537,Banepa,NP,2020-03-01 16:42:41,27.63,85.52,57.2,82,20,3.65,few clouds,0.0,0.0
538,Nikolayevka,RU,2020-03-01 16:42:41,53.13,47.2,26.92,93,29,7.27,scattered clouds,0.0,0.0
539,Usinsk,RU,2020-03-01 16:42:41,65.99,57.53,14.83,92,93,13.38,overcast clouds,0.0,0.0
540,Port Hardy,CA,2020-03-01 16:39:00,50.7,-127.42,35.6,93,90,3.36,overcast clouds,0.0,0.0
541,Soure,BR,2020-03-01 16:42:42,-0.72,-48.52,82.49,83,84,8.1,moderate rain,3.13,0.0
542,Broken Hill,AU,2020-03-01 16:42:42,-31.95,141.43,73.4,49,99,17.22,overcast clouds,0.0,0.0
543,Port Moresby,PG,2020-03-01 16:41:22,-9.44,147.18,77.0,100,40,3.36,scattered clouds,0.0,0.0
544,Romitan,UZ,2020-03-01 16:42:42,39.93,64.38,55.4,71,0,4.7,clear sky,0.0,0.0
545,Hay River,CA,2020-03-01 16:42:06,60.82,-115.8,-9.4,76,75,10.29,broken clouds,0.0,0.0
546,Manokwari,ID,2020-03-01 16:42:43,-0.87,134.08,74.59,88,97,3.31,light rain,0.44,0.0
547,Bilibino,RU,2020-03-01 16:42:43,68.05,166.44,-17.25,100,100,1.34,overcast clouds,0.0,0.0
548,San Quintin,MX,2020-03-01 16:42:43,30.48,-115.95,59.41,67,100,8.19,overcast clouds,0.0,0.0
549,Ko Samui,TH,2020-03-01 16:41:24,9.54,99.94,80.82,75,27,12.39,scattered clouds,0.0,0.0
550,Whitefish,US,2020-03-01 16:42:44,48.41,-114.34,33.01,80,90,3.36,overcast clouds,0.0,0.0
551,Whitianga,NZ,2020-03-01 16:42:44,-36.83,175.7,69.01,82,100,7.0,light rain,0.13,0.0
552,Bilma,NE,2020-03-01 16:42:44,18.69,12.92,79.92,11,0,8.28,clear sky,0.0,0.0
553,Muroto,JP,2020-03-01 16:42:45,33.28,134.15,49.66,94,100,2.59,light rain,0.25,0.0
554,Udachnyy,RU,2020-03-01 16:42:45,66.42,112.4,-5.8,91,3,4.47,clear sky,0.0,0.0
